
C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\center_2023_02_20_14_34_37_325.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\left_2023_02_20_14_34_37_325.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\right_2023_02_20_14_34_37_325.jpg, 0, 0, 0, 8.083518E-05
C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\center_2023_02_20_14_34_37_426.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\left_2023_02_20_14_34_37_426.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\right_2023_02_20_14_34_37_426.jpg, 0, 0, 0, 7.789879E-05
C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\center_2023_02_20_14_34_37_527.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\left_2023_02_20_14_34_37_527.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\right_2023_02_20_14_34_37_527.jpg, 0, 0, 0, 8.55488E-05
C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\center_2023_02_20_14_34_37_629.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\left_2023_02_20_14_34_37_629.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\right_2023_02_20_14_34_37_629.jpg, 0, 0, 0, 7.78306E-05
C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\center_2023_02_20_14_34_37_730.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\left_2023_02_20_14_34_37_730.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\right_2023_02_20_14_34_37_730.jpg, 0, 0, 0, 7.882853E-05
C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\center_2023_02_20_14_34_37_830.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\left_2023_02_20_14_34_37_830.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\right_2023_02_20_14_34_37_830.jpg, 0, 0, 0, 8.153349E-05
C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\center_2023_02_20_14_34_37_931.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\left_2023_02_20_14_34_37_931.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\right_2023_02_20_14_34_37_931.jpg, 0, 0, 0, 7.825075E-05
C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\center_2023_02_20_14_34_38_031.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\left_2023_02_20_14_34_38_031.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\right_2023_02_20_14_34_38_031.jpg, 0, 0, 0, 8.399294E-05
C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\center_2023_02_20_14_34_38_133.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\left_2023_02_20_14_34_38_133.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\right_2023_02_20_14_34_38_133.jpg, 0, 0, 0, 8.440178E-05
C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\center_2023_02_20_14_34_38_233.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\left_2023_02_20_14_34_38_233.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\right_2023_02_20_14_34_38_233.jpg, 0, 0, 0, 8.040887E-05
C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\center_2023_02_20_14_34_38_333.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\left_2023_02_20_14_34_38_333.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\right_2023_02_20_14_34_38_333.jpg, 0, 0, 0, 8.338175E-05
C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\center_2023_02_20_14_34_38_435.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\left_2023_02_20_14_34_38_435.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\right_2023_02_20_14_34_38_435.jpg, 0, 0, 0, 7.800342E-05
C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\center_2023_02_20_14_34_38_537.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\left_2023_02_20_14_34_38_537.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\right_2023_02_20_14_34_38_537.jpg, 0, 0, 0, 7.889844E-05
C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\center_2023_02_20_14_34_38_640.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\left_2023_02_20_14_34_38_640.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\right_2023_02_20_14_34_38_640.jpg, 0, 0, 0, 8.191536E-05
C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\center_2023_02_20_14_34_38_741.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\left_2023_02_20_14_34_38_741.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\right_2023_02_20_14_34_38_741.jpg, 0, 0, 0, 7.783413E-05
C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\center_2023_02_20_14_34_38_843.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\left_2023_02_20_14_34_38_843.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\right_2023_02_20_14_34_38_843.jpg, 0, 0.1691457, 0, 0.07826028
C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\center_2023_02_20_14_34_38_943.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\left_2023_02_20_14_34_38_943.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\right_2023_02_20_14_34_38_943.jpg, 0, 0.4635414, 0, 0.4904208
C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\center_2023_02_20_14_34_39_043.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\left_2023_02_20_14_34_39_043.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\right_2023_02_20_14_34_39_043.jpg, 0, 0.7645912, 0, 1.21536
C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\center_2023_02_20_14_34_39_144.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\left_2023_02_20_14_34_39_144.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\right_2023_02_20_14_34_39_144.jpg, 0, 1, 0, 2.337895
C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\center_2023_02_20_14_34_39_245.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\left_2023_02_20_14_34_39_245.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\right_2023_02_20_14_34_39_245.jpg, 0, 1, 0, 3.520138
C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\center_2023_02_20_14_34_39_347.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\left_2023_02_20_14_34_39_347.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\right_2023_02_20_14_34_39_347.jpg, 0, 1, 0, 4.692403
C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\center_2023_02_20_14_34_39_449.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\left_2023_02_20_14_34_39_449.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\right_2023_02_20_14_34_39_449.jpg, 0, 1, 0, 5.851383
C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\center_2023_02_20_14_34_39_549.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\left_2023_02_20_14_34_39_549.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\right_2023_02_20_14_34_39_549.jpg, 0, 1, 0, 6.9992
C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\center_2023_02_20_14_34_39_650.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\left_2023_02_20_14_34_39_650.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\right_2023_02_20_14_34_39_650.jpg, 0, 1, 0, 8.135869
C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\center_2023_02_20_14_34_39_751.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\left_2023_02_20_14_34_39_751.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\right_2023_02_20_14_34_39_751.jpg, 0, 1, 0, 9.261492
C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\center_2023_02_20_14_34_39_853.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\left_2023_02_20_14_34_39_853.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\right_2023_02_20_14_34_39_853.jpg, 0, 1, 0, 10.37609
C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\center_2023_02_20_14_34_39_953.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\left_2023_02_20_14_34_39_953.jpg, C:\Users\W622-SM\Desktop\GP-Simulator\Tridata\IMG\right_2023_02_20_14_34_39_953.jpg, 0, 0.7277982, 0, 11.31607
